Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit,Right_Row ID,Right_Order Date,Right_Ship Date,Right_Ship Mode,Right_Customer ID,Right_Customer Name,Right_Segment,Right_Country,Right_City,Right_State2,Right_Postal Code,Right_Region,Right_Product ID,Right_Category,Right_Sub-Category,Right_Product Name,Right_Sales,Right_Quantity,Right_Discount,Right_Profit,State
3223,CA-2015-108189,2015-10-02 00:00:00,2015-10-05 00:00:00,First Class,ES-14080,Erin Smith,Corporate,United States,Tempe,85281,West,OFF-PA-10001838,Office Supplies,Paper,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 300/Messages",9.408,2,0.2,3.4104,3224,2015-10-02 00:00:00,2015-10-05 00:00:00,First Class,ES-14080,Erin Smith,Corporate,United States,Tempe,Arizona,85281,West,OFF-FA-10000735,Office Supplies,Fasteners,Staples,4.672,2,0.2,1.46,AZ
3224,CA-2015-108189,2015-10-02 00:00:00,2015-10-05 00:00:00,First Class,ES-14080,Erin Smith,Corporate,United States,Tempe,85281,West,OFF-FA-10000735,Office Supplies,Fasteners,Staples,4.672,2,0.2,1.46,3224,2015-10-02 00:00:00,2015-10-05 00:00:00,First Class,ES-14080,Erin Smith,Corporate,United States,Tempe,Arizona,85281,West,OFF-FA-10000735,Office Supplies,Fasteners,Staples,4.672,2,0.2,1.46,AZ
3225,CA-2015-108189,2015-10-02 00:00:00,2015-10-05 00:00:00,First Class,ES-14080,Erin Smith,Corporate,United States,Tempe,85281,West,TEC-PH-10001760,Technology,Phones,Bose SoundLink Bluetooth Speaker,318.4,2,0.2,107.46,3224,2015-10-02 00:00:00,2015-10-05 00:00:00,First Class,ES-14080,Erin Smith,Corporate,United States,Tempe,Arizona,85281,West,OFF-FA-10000735,Office Supplies,Fasteners,Staples,4.672,2,0.2,1.46,AZ
3226,CA-2015-108189,2015-10-02 00:00:00,2015-10-05 00:00:00,First Class,ES-14080,Erin Smith,Corporate,United States,Tempe,85281,West,OFF-EN-10004846,Office Supplies,Envelopes,Letter or Legal Size Expandable Poly String Tie Envelopes,12.768,6,0.2,4.6284,3224,2015-10-02 00:00:00,2015-10-05 00:00:00,First Class,ES-14080,Erin Smith,Corporate,United States,Tempe,Arizona,85281,West,OFF-FA-10000735,Office Supplies,Fasteners,Staples,4.672,2,0.2,1.46,AZ
3227,CA-2015-108189,2015-10-02 00:00:00,2015-10-05 00:00:00,First Class,ES-14080,Erin Smith,Corporate,United States,Tempe,85281,West,OFF-SU-10003567,Office Supplies,Supplies,Stiletto Hand Letter Openers,15.36,2,0.2,-3.264,3224,2015-10-02 00:00:00,2015-10-05 00:00:00,First Class,ES-14080,Erin Smith,Corporate,United States,Tempe,Arizona,85281,West,OFF-FA-10000735,Office Supplies,Fasteners,Staples,4.672,2,0.2,1.46,AZ
3228,CA-2015-108189,2015-10-02 00:00:00,2015-10-05 00:00:00,First Class,ES-14080,Erin Smith,Corporate,United States,Tempe,85281,West,TEC-PH-10001557,Technology,Phones,Pyle PMP37LED,230.376,3,0.2,20.1579,3224,2015-10-02 00:00:00,2015-10-05 00:00:00,First Class,ES-14080,Erin Smith,Corporate,United States,Tempe,Arizona,85281,West,OFF-FA-10000735,Office Supplies,Fasteners,Staples,4.672,2,0.2,1.46,AZ
3229,CA-2015-108189,2015-10-02 00:00:00,2015-10-05 00:00:00,First Class,ES-14080,Erin Smith,Corporate,United States,Tempe,85281,West,TEC-AC-10003038,Technology,Accessories,Kingston Digital DataTraveler 16GB USB 2.0,7.16,1,0.2,-8.9500000000001e-002,3224,2015-10-02 00:00:00,2015-10-05 00:00:00,First Class,ES-14080,Erin Smith,Corporate,United States,Tempe,Arizona,85281,West,OFF-FA-10000735,Office Supplies,Fasteners,Staples,4.672,2,0.2,1.46,AZ
3223,CA-2015-108189,2015-10-02 00:00:00,2015-10-05 00:00:00,First Class,ES-14080,Erin Smith,Corporate,United States,Tempe,85281,West,OFF-PA-10001838,Office Supplies,Paper,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 300/Messages",9.408,2,0.2,3.4104,3225,2015-10-02 00:00:00,2015-10-05 00:00:00,First Class,ES-14080,Erin Smith,Corporate,United States,Tempe,Arizona,85281,West,TEC-PH-10001760,Technology,Phones,Bose SoundLink Bluetooth Speaker,318.4,2,0.2,107.46,AZ
3224,CA-2015-108189,2015-10-02 00:00:00,2015-10-05 00:00:00,First Class,ES-14080,Erin Smith,Corporate,United States,Tempe,85281,West,OFF-FA-10000735,Office Supplies,Fasteners,Staples,4.672,2,0.2,1.46,3225,2015-10-02 00:00:00,2015-10-05 00:00:00,First Class,ES-14080,Erin Smith,Corporate,United States,Tempe,Arizona,85281,West,TEC-PH-10001760,Technology,Phones,Bose SoundLink Bluetooth Speaker,318.4,2,0.2,107.46,AZ
3225,CA-2015-108189,2015-10-02 00:00:00,2015-10-05 00:00:00,First Class,ES-14080,Erin Smith,Corporate,United States,Tempe,85281,West,TEC-PH-10001760,Technology,Phones,Bose SoundLink Bluetooth Speaker,318.4,2,0.2,107.46,3225,2015-10-02 00:00:00,2015-10-05 00:00:00,First Class,ES-14080,Erin Smith,Corporate,United States,Tempe,Arizona,85281,West,TEC-PH-10001760,Technology,Phones,Bose SoundLink Bluetooth Speaker,318.4,2,0.2,107.46,AZ
3226,CA-2015-108189,2015-10-02 00:00:00,2015-10-05 00:00:00,First Class,ES-14080,Erin Smith,Corporate,United States,Tempe,85281,West,OFF-EN-10004846,Office Supplies,Envelopes,Letter or Legal Size Expandable Poly String Tie Envelopes,12.768,6,0.2,4.6284,3225,2015-10-02 00:00:00,2015-10-05 00:00:00,First Class,ES-14080,Erin Smith,Corporate,United States,Tempe,Arizona,85281,West,TEC-PH-10001760,Technology,Phones,Bose SoundLink Bluetooth Speaker,318.4,2,0.2,107.46,AZ
3227,CA-2015-108189,2015-10-02 00:00:00,2015-10-05 00:00:00,First Class,ES-14080,Erin Smith,Corporate,United States,Tempe,85281,West,OFF-SU-10003567,Office Supplies,Supplies,Stiletto Hand Letter Openers,15.36,2,0.2,-3.264,3225,2015-10-02 00:00:00,2015-10-05 00:00:00,First Class,ES-14080,Erin Smith,Corporate,United States,Tempe,Arizona,85281,West,TEC-PH-10001760,Technology,Phones,Bose SoundLink Bluetooth Speaker,318.4,2,0.2,107.46,AZ
3228,CA-2015-108189,2015-10-02 00:00:00,2015-10-05 00:00:00,First Class,ES-14080,Erin Smith,Corporate,United States,Tempe,85281,West,TEC-PH-10001557,Technology,Phones,Pyle PMP37LED,230.376,3,0.2,20.1579,3225,2015-10-02 00:00:00,2015-10-05 00:00:00,First Class,ES-14080,Erin Smith,Corporate,United States,Tempe,Arizona,85281,West,TEC-PH-10001760,Technology,Phones,Bose SoundLink Bluetooth Speaker,318.4,2,0.2,107.46,AZ
3229,CA-2015-108189,2015-10-02 00:00:00,2015-10-05 00:00:00,First Class,ES-14080,Erin Smith,Corporate,United States,Tempe,85281,West,TEC-AC-10003038,Technology,Accessories,Kingston Digital DataTraveler 16GB USB 2.0,7.16,1,0.2,-8.9500000000001e-002,3225,2015-10-02 00:00:00,2015-10-05 00:00:00,First Class,ES-14080,Erin Smith,Corporate,United States,Tempe,Arizona,85281,West,TEC-PH-10001760,Technology,Phones,Bose SoundLink Bluetooth Speaker,318.4,2,0.2,107.46,AZ
3223,CA-2015-108189,2015-10-02 00:00:00,2015-10-05 00:00:00,First Class,ES-14080,Erin Smith,Corporate,United States,Tempe,85281,West,OFF-PA-10001838,Office Supplies,Paper,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 300/Messages",9.408,2,0.2,3.4104,3226,2015-10-02 00:00:00,2015-10-05 00:00:00,First Class,ES-14080,Erin Smith,Corporate,United States,Tempe,Arizona,85281,West,OFF-EN-10004846,Office Supplies,Envelopes,Letter or Legal Size Expandable Poly String Tie Envelopes,12.768,6,0.2,4.6284,AZ
3224,CA-2015-108189,2015-10-02 00:00:00,2015-10-05 00:00:00,First Class,ES-14080,Erin Smith,Corporate,United States,Tempe,85281,West,OFF-FA-10000735,Office Supplies,Fasteners,Staples,4.672,2,0.2,1.46,3226,2015-10-02 00:00:00,2015-10-05 00:00:00,First Class,ES-14080,Erin Smith,Corporate,United States,Tempe,Arizona,85281,West,OFF-EN-10004846,Office Supplies,Envelopes,Letter or Legal Size Expandable Poly String Tie Envelopes,12.768,6,0.2,4.6284,AZ
3225,CA-2015-108189,2015-10-02 00:00:00,2015-10-05 00:00:00,First Class,ES-14080,Erin Smith,Corporate,United States,Tempe,85281,West,TEC-PH-10001760,Technology,Phones,Bose SoundLink Bluetooth Speaker,318.4,2,0.2,107.46,3226,2015-10-02 00:00:00,2015-10-05 00:00:00,First Class,ES-14080,Erin Smith,Corporate,United States,Tempe,Arizona,85281,West,OFF-EN-10004846,Office Supplies,Envelopes,Letter or Legal Size Expandable Poly String Tie Envelopes,12.768,6,0.2,4.6284,AZ
3226,CA-2015-108189,2015-10-02 00:00:00,2015-10-05 00:00:00,First Class,ES-14080,Erin Smith,Corporate,United States,Tempe,85281,West,OFF-EN-10004846,Office Supplies,Envelopes,Letter or Legal Size Expandable Poly String Tie Envelopes,12.768,6,0.2,4.6284,3226,2015-10-02 00:00:00,2015-10-05 00:00:00,First Class,ES-14080,Erin Smith,Corporate,United States,Tempe,Arizona,85281,West,OFF-EN-10004846,Office Supplies,Envelopes,Letter or Legal Size Expandable Poly String Tie Envelopes,12.768,6,0.2,4.6284,AZ
3227,CA-2015-108189,2015-10-02 00:00:00,2015-10-05 00:00:00,First Class,ES-14080,Erin Smith,Corporate,United States,Tempe,85281,West,OFF-SU-10003567,Office Supplies,Supplies,Stiletto Hand Letter Openers,15.36,2,0.2,-3.264,3226,2015-10-02 00:00:00,2015-10-05 00:00:00,First Class,ES-14080,Erin Smith,Corporate,United States,Tempe,Arizona,85281,West,OFF-EN-10004846,Office Supplies,Envelopes,Letter or Legal Size Expandable Poly String Tie Envelopes,12.768,6,0.2,4.6284,AZ
3228,CA-2015-108189,2015-10-02 00:00:00,2015-10-05 00:00:00,First Class,ES-14080,Erin Smith,Corporate,United States,Tempe,85281,West,TEC-PH-10001557,Technology,Phones,Pyle PMP37LED,230.376,3,0.2,20.1579,3226,2015-10-02 00:00:00,2015-10-05 00:00:00,First Class,ES-14080,Erin Smith,Corporate,United States,Tempe,Arizona,85281,West,OFF-EN-10004846,Office Supplies,Envelopes,Letter or Legal Size Expandable Poly String Tie Envelopes,12.768,6,0.2,4.6284,AZ
3229,CA-2015-108189,2015-10-02 00:00:00,2015-10-05 00:00:00,First Class,ES-14080,Erin Smith,Corporate,United States,Tempe,85281,West,TEC-AC-10003038,Technology,Accessories,Kingston Digital DataTraveler 16GB USB 2.0,7.16,1,0.2,-8.9500000000001e-002,3226,2015-10-02 00:00:00,2015-10-05 00:00:00,First Class,ES-14080,Erin Smith,Corporate,United States,Tempe,Arizona,85281,West,OFF-EN-10004846,Office Supplies,Envelopes,Letter or Legal Size Expandable Poly String Tie Envelopes,12.768,6,0.2,4.6284,AZ
3223,CA-2015-108189,2015-10-02 00:00:00,2015-10-05 00:00:00,First Class,ES-14080,Erin Smith,Corporate,United States,Tempe,85281,West,OFF-PA-10001838,Office Supplies,Paper,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 300/Messages",9.408,2,0.2,3.4104,3227,2015-10-02 00:00:00,2015-10-05 00:00:00,First Class,ES-14080,Erin Smith,Corporate,United States,Tempe,Arizona,85281,West,OFF-SU-10003567,Office Supplies,Supplies,Stiletto Hand Letter Openers,15.36,2,0.2,-3.264,AZ
3224,CA-2015-108189,2015-10-02 00:00:00,2015-10-05 00:00:00,First Class,ES-14080,Erin Smith,Corporate,United States,Tempe,85281,West,OFF-FA-10000735,Office Supplies,Fasteners,Staples,4.672,2,0.2,1.46,3227,2015-10-02 00:00:00,2015-10-05 00:00:00,First Class,ES-14080,Erin Smith,Corporate,United States,Tempe,Arizona,85281,West,OFF-SU-10003567,Office Supplies,Supplies,Stiletto Hand Letter Openers,15.36,2,0.2,-3.264,AZ
3225,CA-2015-108189,2015-10-02 00:00:00,2015-10-05 00:00:00,First Class,ES-14080,Erin Smith,Corporate,United States,Tempe,85281,West,TEC-PH-10001760,Technology,Phones,Bose SoundLink Bluetooth Speaker,318.4,2,0.2,107.46,3227,2015-10-02 00:00:00,2015-10-05 00:00:00,First Class,ES-14080,Erin Smith,Corporate,United States,Tempe,Arizona,85281,West,OFF-SU-10003567,Office Supplies,Supplies,Stiletto Hand Letter Openers,15.36,2,0.2,-3.264,AZ
3226,CA-2015-108189,2015-10-02 00:00:00,2015-10-05 00:00:00,First Class,ES-14080,Erin Smith,Corporate,United States,Tempe,85281,West,OFF-EN-10004846,Office Supplies,Envelopes,Letter or Legal Size Expandable Poly String Tie Envelopes,12.768,6,0.2,4.6284,3227,2015-10-02 00:00:00,2015-10-05 00:00:00,First Class,ES-14080,Erin Smith,Corporate,United States,Tempe,Arizona,85281,West,OFF-SU-10003567,Office Supplies,Supplies,Stiletto Hand Letter Openers,15.36,2,0.2,-3.264,AZ
3227,CA-2015-108189,2015-10-02 00:00:00,2015-10-05 00:00:00,First Class,ES-14080,Erin Smith,Corporate,United States,Tempe,85281,West,OFF-SU-10003567,Office Supplies,Supplies,Stiletto Hand Letter Openers,15.36,2,0.2,-3.264,3227,2015-10-02 00:00:00,2015-10-05 00:00:00,First Class,ES-14080,Erin Smith,Corporate,United States,Tempe,Arizona,85281,West,OFF-SU-10003567,Office Supplies,Supplies,Stiletto Hand Letter Openers,15.36,2,0.2,-3.264,AZ
3228,CA-2015-108189,2015-10-02 00:00:00,2015-10-05 00:00:00,First Class,ES-14080,Erin Smith,Corporate,United States,Tempe,85281,West,TEC-PH-10001557,Technology,Phones,Pyle PMP37LED,230.376,3,0.2,20.1579,3227,2015-10-02 00:00:00,2015-10-05 00:00:00,First Class,ES-14080,Erin Smith,Corporate,United States,Tempe,Arizona,85281,West,OFF-SU-10003567,Office Supplies,Supplies,Stiletto Hand Letter Openers,15.36,2,0.2,-3.264,AZ
3229,CA-2015-108189,2015-10-02 00:00:00,2015-10-05 00:00:00,First Class,ES-14080,Erin Smith,Corporate,United States,Tempe,85281,West,TEC-AC-10003038,Technology,Accessories,Kingston Digital DataTraveler 16GB USB 2.0,7.16,1,0.2,-8.9500000000001e-002,3227,2015-10-02 00:00:00,2015-10-05 00:00:00,First Class,ES-14080,Erin Smith,Corporate,United States,Tempe,Arizona,85281,West,OFF-SU-10003567,Office Supplies,Supplies,Stiletto Hand Letter Openers,15.36,2,0.2,-3.264,AZ
3223,CA-2015-108189,2015-10-02 00:00:00,2015-10-05 00:00:00,First Class,ES-14080,Erin Smith,Corporate,United States,Tempe,85281,West,OFF-PA-10001838,Office Supplies,Paper,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 300/Messages",9.408,2,0.2,3.4104,3228,2015-10-02 00:00:00,2015-10-05 00:00:00,First Class,ES-14080,Erin Smith,Corporate,United States,Tempe,Arizona,85281,West,TEC-PH-10001557,Technology,Phones,Pyle PMP37LED,230.376,3,0.2,20.1579,AZ
3224,CA-2015-108189,2015-10-02 00:00:00,2015-10-05 00:00:00,First Class,ES-14080,Erin Smith,Corporate,United States,Tempe,85281,West,OFF-FA-10000735,Office Supplies,Fasteners,Staples,4.672,2,0.2,1.46,3228,2015-10-02 00:00:00,2015-10-05 00:00:00,First Class,ES-14080,Erin Smith,Corporate,United States,Tempe,Arizona,85281,West,TEC-PH-10001557,Technology,Phones,Pyle PMP37LED,230.376,3,0.2,20.1579,AZ
3225,CA-2015-108189,2015-10-02 00:00:00,2015-10-05 00:00:00,First Class,ES-14080,Erin Smith,Corporate,United States,Tempe,85281,West,TEC-PH-10001760,Technology,Phones,Bose SoundLink Bluetooth Speaker,318.4,2,0.2,107.46,3228,2015-10-02 00:00:00,2015-10-05 00:00:00,First Class,ES-14080,Erin Smith,Corporate,United States,Tempe,Arizona,85281,West,TEC-PH-10001557,Technology,Phones,Pyle PMP37LED,230.376,3,0.2,20.1579,AZ
3226,CA-2015-108189,2015-10-02 00:00:00,2015-10-05 00:00:00,First Class,ES-14080,Erin Smith,Corporate,United States,Tempe,85281,West,OFF-EN-10004846,Office Supplies,Envelopes,Letter or Legal Size Expandable Poly String Tie Envelopes,12.768,6,0.2,4.6284,3228,2015-10-02 00:00:00,2015-10-05 00:00:00,First Class,ES-14080,Erin Smith,Corporate,United States,Tempe,Arizona,85281,West,TEC-PH-10001557,Technology,Phones,Pyle PMP37LED,230.376,3,0.2,20.1579,AZ
3227,CA-2015-108189,2015-10-02 00:00:00,2015-10-05 00:00:00,First Class,ES-14080,Erin Smith,Corporate,United States,Tempe,85281,West,OFF-SU-10003567,Office Supplies,Supplies,Stiletto Hand Letter Openers,15.36,2,0.2,-3.264,3228,2015-10-02 00:00:00,2015-10-05 00:00:00,First Class,ES-14080,Erin Smith,Corporate,United States,Tempe,Arizona,85281,West,TEC-PH-10001557,Technology,Phones,Pyle PMP37LED,230.376,3,0.2,20.1579,AZ
3228,CA-2015-108189,2015-10-02 00:00:00,2015-10-05 00:00:00,First Class,ES-14080,Erin Smith,Corporate,United States,Tempe,85281,West,TEC-PH-10001557,Technology,Phones,Pyle PMP37LED,230.376,3,0.2,20.1579,3228,2015-10-02 00:00:00,2015-10-05 00:00:00,First Class,ES-14080,Erin Smith,Corporate,United States,Tempe,Arizona,85281,West,TEC-PH-10001557,Technology,Phones,Pyle PMP37LED,230.376,3,0.2,20.1579,AZ
3229,CA-2015-108189,2015-10-02 00:00:00,2015-10-05 00:00:00,First Class,ES-14080,Erin Smith,Corporate,United States,Tempe,85281,West,TEC-AC-10003038,Technology,Accessories,Kingston Digital DataTraveler 16GB USB 2.0,7.16,1,0.2,-8.9500000000001e-002,3228,2015-10-02 00:00:00,2015-10-05 00:00:00,First Class,ES-14080,Erin Smith,Corporate,United States,Tempe,Arizona,85281,West,TEC-PH-10001557,Technology,Phones,Pyle PMP37LED,230.376,3,0.2,20.1579,AZ
